GEOIDNUM,EM_CNTEST,EM_CNTMOE,EM_CLASS,EM_SCORE,IPD_SCORE,STATEFP10,COUNTYFP10,NAME10,EM_PCTEST,EM_PCTMOE,EM_PCTILE
34007609204.00000000000,597,252,above average,3,24,34,007,6092.04,0.156,0,0.860
34007604300.00000000000,162,126,average,2,14,34,007,6043,0.043,0,0.470
34007603400.00000000000,1127,457,average,2,18,34,007,6034,0.154,0,0.850
34007603200.00000000000,735,139,average,2,18,34,007,6032,0.110,0,0.790
34007603302.00000000000,733,395,average,2,19,34,007,6033.02,0.111,0,0.790
34007607401.00000000000,243,140,average,2,16,34,007,6074.01,0.087,0,0.740
34007608700.00000000000,455,268,average,2,15,34,007,6087,0.060,0,0.600
34007606000.00000000000,72,53,average,2,15,34,007,6060,0.036,0,0.400
34007606800.00000000000,173,109,average,2,19,34,007,6068,0.046,0,0.500
34007607502.00000000000,250,245,average,2,20,34,007,6075.02,0.043,0,0.470
34007605602.00000000000,120,105,average,2,15,34,007,6056.02,0.042,0,0.460
34007605800.00000000000,76,82,average,2,16,34,007,6058,0.027,0,0.300
34007605700.00000000000,20,23,below average,1,13,34,007,6057,0.006,0,0.050
34007603503.00000000000,19,29,below average,1,15,34,007,6035.03,0.004,0,0.040
34007607100.00000000000,303,182,average,2,15,34,007,6071,0.081,0,0.710
34005703900.00000000000,80,54,below average,1,13,34,005,7039,0.020,0,0.210
34005700504.00000000000,34,34,below average,1,13,34,005,7005.04,0.011,0,0.110
34005700505.00000000000,0,17,well below average,0,17,34,005,7005.05,0.000,0,0.010
34005700501.00000000000,134,101,below average,1,13,34,005,7005.01,0.024,0,0.260
34021003704.00000000000,66,56,average,2,16,34,021,37.04,0.025,0,0.270
34021002602.00000000000,813,226,above average,3,21,34,021,26.02,0.183,0,0.880
34007608302.00000000000,311,261,average,2,19,34,007,6083.02,0.067,0,0.640
34007600900.00000000000,2906,428,well above average,4,28,34,007,6009,0.674,0,0.980
34007600400.00000000000,928,456,well above average,4,25,34,007,6004,0.325,0,0.940
34007602901.00000000000,1090,303,above average,3,19,34,007,6029.01,0.224,0,0.900
34007603001.00000000000,543,188,average,2,16,34,007,6030.01,0.139,0,0.840
34007601500.00000000000,1924,592,well above average,4,27,34,007,6015,0.331,0,0.940
34007602503.00000000000,722,348,well above average,4,26,34,007,6025.03,0.296,0,0.930
34007609000.00000000000,306,150,above average,3,21,34,007,6090,0.187,0,0.880
34007602602.00000000000,911,275,well above average,4,24,34,007,6026.02,0.329,0,0.940
34005702802.00000000000,229,105,average,2,21,34,005,7028.02,0.066,0,0.640
34005702803.00000000000,271,108,average,2,21,34,005,7028.03,0.071,0,0.670
34005704013.00000000000,486,248,average,2,14,34,005,7040.13,0.093,0,0.760
34005704014.00000000000,210,158,average,2,18,34,005,7040.14,0.026,0,0.280
34005702207.00000000000,520,187,above average,3,20,34,005,7022.07,0.167,0,0.870
34021003703.00000000000,554,130,average,2,13,34,021,37.03,0.077,0,0.700
34021000100.00000000000,1822,362,well above average,4,24,34,021,1,0.565,0,0.970
34021001600.00000000000,313,152,above average,3,26,34,021,16,0.260,0,0.920
34021001700.00000000000,526,232,average,2,24,34,021,17,0.139,0,0.840
34021001800.00000000000,1373,486,above average,3,21,34,021,18,0.282,0,0.920
34021001900.00000000000,893,336,well above average,4,26,34,021,19,0.546,0,0.970
34021002000.00000000000,247,160,above average,3,21,34,021,20,0.216,0,0.890
34015501702.00000000000,162,114,average,2,14,34,015,5017.02,0.064,0,0.630
34007602601.00000000000,669,127,above average,3,22,34,007,6026.01,0.245,0,0.910
34007603100.00000000000,825,176,above average,3,19,34,007,6031,0.219,0,0.900
34007608904.00000000000,42,40,average,2,13,34,007,6089.04,0.032,0,0.350
34007603601.00000000000,199,139,average,2,16,34,007,6036.01,0.054,0,0.560
34007607402.00000000000,206,118,average,2,16,34,007,6074.02,0.080,0,0.710
34007606100.00000000000,94,61,average,2,14,34,007,6061,0.043,0,0.470
34007607600.00000000000,56,43,average,2,12,34,007,6076,0.026,0,0.280
34007607504.00000000000,224,130,average,2,16,34,007,6075.04,0.063,0,0.620
34007607506.00000000000,119,92,average,2,21,34,007,6075.06,0.039,0,0.430
34005700603.00000000000,594,391,average,2,16,34,005,7006.03,0.100,0,0.770
34005703102.00000000000,81,73,average,2,15,34,005,7031.02,0.030,0,0.330
34005702804.00000000000,373,263,average,2,20,34,005,7028.04,0.142,0,0.840
34005702805.00000000000,437,121,average,2,21,34,005,7028.05,0.107,0,0.780
34005702806.00000000000,562,173,above average,3,23,34,005,7028.06,0.161,0,0.860
34021001000.00000000000,827,367,well above average,4,30,34,021,10,0.312,0,0.930
34021001300.00000000000,324,87,average,2,15,34,021,13,0.071,0,0.670
34021001200.00000000000,307,173,average,2,21,34,021,12,0.073,0,0.680
34021001401.00000000000,104,77,average,2,23,34,021,14.01,0.026,0,0.280
34005700900.00000000000,190,113,average,2,19,34,005,7009,0.075,0,0.690
34015501701.00000000000,105,69,below average,1,11,34,015,5017.01,0.020,0,0.210
34021003301.00000000000,183,101,average,2,16,34,021,33.01,0.025,0,0.270
34007608304.00000000000,728,540,average,2,17,34,007,6083.04,0.108,0,0.790
34007610300.00000000000,301,150,average,2,20,34,007,6103,0.141,0,0.840
34007610400.00000000000,2130,435,well above average,4,24,34,007,6104,0.394,0,0.950
34007610600.00000000000,199,80,above average,3,19,34,007,6106,0.164,0,0.870
34007607507.00000000000,175,103,average,2,22,34,007,6075.07,0.033,0,0.360
34007608210.00000000000,442,293,average,2,16,34,007,6082.10,0.109,0,0.790
34007608211.00000000000,490,139,average,2,19,34,007,6082.11,0.083,0,0.720
34007608303.00000000000,285,202,average,2,15,34,007,6083.03,0.096,0,0.760
34005702807.00000000000,317,167,average,2,22,34,005,7028.07,0.098,0,0.770
34005702808.00000000000,404,258,average,2,21,34,005,7028.08,0.126,0,0.820
34005702810.00000000000,106,72,average,2,20,34,005,7028.10,0.090,0,0.750
34007606700.00000000000,221,125,average,2,18,34,007,6067,0.047,0,0.510
34007606600.00000000000,47,50,below average,1,11,34,007,6066,0.022,0,0.240
34007607300.00000000000,402,111,average,2,15,34,007,6073,0.093,0,0.760
34021002904.00000000000,157,131,average,2,16,34,021,29.04,0.030,0,0.330
34021004307.00000000000,257,214,average,2,17,34,021,43.07,0.044,0,0.480
34021001102.00000000000,141,83,average,2,24,34,021,11.02,0.039,0,0.430
34021003905.00000000000,164,86,average,2,15,34,021,39.05,0.033,0,0.360
34015500400.00000000000,657,225,average,2,20,34,015,5004,0.109,0,0.790
34015501302.00000000000,61,52,below average,1,11,34,015,5013.02,0.022,0,0.240
34007610500.00000000000,2833,894,well above average,4,24,34,007,6105,0.393,0,0.950
34007610900.00000000000,18,22,below average,1,15,34,007,6109,0.005,0,0.040
34007611000.00000000000,1157,682,above average,3,21,34,007,6110,0.180,0,0.880
34007611100.00000000000,434,257,average,2,22,34,007,6111,0.135,0,0.830
34007611200.00000000000,185,110,average,2,15,34,007,6112,0.041,0,0.450
34007611300.00000000000,142,110,average,2,16,34,007,6113,0.033,0,0.360
34007611400.00000000000,188,145,average,2,16,34,007,6114,0.044,0,0.480
34005704200.00000000000,502,288,average,2,17,34,005,7042,0.061,0,0.600
34005704500.00000000000,581,236,average,2,17,34,005,7045,0.137,0,0.840
34005704600.00000000000,329,123,average,2,18,34,005,7046,0.131,0,0.830
34005704801.00000000000,576,166,above average,3,15,34,005,7048.01,0.168,0,0.870
34005702209.00000000000,339,121,average,2,17,34,005,7022.09,0.102,0,0.780
34005702915.00000000000,200,111,average,2,15,34,005,7029.15,0.045,0,0.490
34015501208.00000000000,82,95,below average,1,13,34,015,5012.08,0.020,0,0.210
34015501301.00000000000,68,59,below average,1,13,34,015,5013.01,0.019,0,0.200
34015501603.00000000000,304,277,average,2,17,34,015,5016.03,0.048,0,0.520
34015501202.00000000000,66,71,below average,1,13,34,015,5012.02,0.014,0,0.140
34015501203.00000000000,4,7,below average,1,12,34,015,5012.03,0.001,0,0.020
34015501205.00000000000,123,70,average,2,14,34,015,5012.05,0.043,0,0.470
34015502100.00000000000,171,125,average,2,14,34,015,5021,0.053,0,0.550
34007611500.00000000000,494,282,average,2,15,34,007,6115,0.101,0,0.780
34007611600.00000000000,352,249,average,2,16,34,007,6116,0.096,0,0.760
34007611700.00000000000,54,60,below average,1,16,34,007,6117,0.017,0,0.170
34005704011.00000000000,101,91,average,2,12,34,005,7040.11,0.033,0,0.360
34005704004.00000000000,307,280,average,2,13,34,005,7040.04,0.082,0,0.720
34005704802.00000000000,1362,206,above average,3,13,34,005,7048.02,0.239,0,0.900
34007606300.00000000000,67,58,average,2,15,34,007,6063,0.029,0,0.320
34007605400.00000000000,74,78,average,2,16,34,007,6054,0.029,0,0.320
34007607900.00000000000,72,39,average,2,14,34,007,6079,0.037,0,0.410
34007606400.00000000000,143,117,average,2,13,34,007,6064,0.047,0,0.510
34007606500.00000000000,200,133,average,2,20,34,007,6065,0.068,0,0.650
34007608205.00000000000,95,117,below average,1,13,34,007,6082.05,0.023,0,0.250
34007607503.00000000000,84,60,below average,1,19,34,007,6075.03,0.013,0,0.130
34007608209.00000000000,191,150,average,2,18,34,007,6082.09,0.061,0,0.600
34007608401.00000000000,158,111,average,2,14,34,007,6084.01,0.041,0,0.450
34007604600.00000000000,85,54,average,2,14,34,007,6046,0.042,0,0.460
34007603506.00000000000,313,200,average,2,18,34,007,6035.06,0.050,0,0.530
34007609203.00000000000,974,500,average,2,18,34,007,6092.03,0.103,0,0.780
34007608503.00000000000,210,148,average,2,22,34,007,6085.03,0.071,0,0.670
34007607702.00000000000,738,252,above average,3,23,34,007,6077.02,0.192,0,0.880
34007603303.00000000000,230,173,average,2,25,34,007,6033.03,0.083,0,0.720
34007603603.00000000000,59,53,average,2,15,34,007,6036.03,0.026,0,0.280
34005704005.00000000000,131,91,average,2,14,34,005,7040.05,0.034,0,0.370
34005701303.00000000000,397,198,average,2,17,34,005,7013.03,0.073,0,0.680
34005701301.00000000000,133,84,average,2,16,34,005,7013.01,0.030,0,0.330
34005701302.00000000000,151,206,average,2,16,34,005,7013.02,0.053,0,0.550
34007610800.00000000000,947,230,well above average,4,25,34,007,6108,0.315,0,0.930
34007604100.00000000000,1474,168,well above average,4,26,34,007,6041,0.499,0,0.960
34007609201.00000000000,487,207,average,2,16,34,007,6092.01,0.108,0,0.790
34005702917.00000000000,58,37,average,2,16,34,005,7029.17,0.031,0,0.340
34005702918.00000000000,190,109,average,2,15,34,005,7029.18,0.111,0,0.790
34005703103.00000000000,331,144,average,2,18,34,005,7031.03,0.071,0,0.670
34005703104.00000000000,228,146,average,2,15,34,005,7031.04,0.045,0,0.490
34005702909.00000000000,327,264,average,2,16,34,005,7029.09,0.053,0,0.550
34007608903.00000000000,15,19,below average,1,12,34,007,6089.03,0.005,0,0.040
34007608901.00000000000,560,380,average,2,16,34,007,6089.01,0.090,0,0.750
34007608403.00000000000,635,199,average,2,15,34,007,6084.03,0.091,0,0.750
34007603602.00000000000,230,177,average,2,15,34,007,6036.02,0.092,0,0.750
34007603501.00000000000,148,141,below average,1,18,34,007,6035.01,0.024,0,0.260
34007607701.00000000000,1961,818,well above average,4,25,34,007,6077.01,0.358,0,0.950
34007607801.00000000000,1532,847,above average,3,24,34,007,6078.01,0.255,0,0.910
34007605200.00000000000,179,215,average,2,16,34,007,6052,0.065,0,0.630
34007603902.00000000000,105,74,average,2,16,34,007,6039.02,0.036,0,0.400
34007608800.00000000000,348,210,average,2,19,34,007,6088,0.064,0,0.630
34007605100.00000000000,38,33,below average,1,14,34,007,6051,0.017,0,0.170
34007608404.00000000000,25,41,below average,1,16,34,007,6084.04,0.004,0,0.040
34007607200.00000000000,616,274,average,2,20,34,007,6072,0.132,0,0.830
34007605900.00000000000,101,98,average,2,13,34,007,6059,0.038,0,0.420
34007608504.00000000000,674,324,above average,3,23,34,007,6085.04,0.204,0,0.890
34007604400.00000000000,287,189,average,2,13,34,007,6044,0.082,0,0.720
34005702811.00000000000,226,108,average,2,22,34,005,7028.11,0.093,0,0.760
34005702210.00000000000,590,143,average,2,18,34,005,7022.10,0.129,0,0.820
34005704302.00000000000,533,288,average,2,16,34,005,7043.02,0.089,0,0.740
34005702913.00000000000,111,84,below average,1,17,34,005,7029.13,0.024,0,0.260
34005702914.00000000000,274,144,average,2,15,34,005,7029.14,0.061,0,0.600
34007608206.00000000000,220,129,average,2,13,34,007,6082.06,0.061,0,0.600
34007609205.00000000000,981,140,average,2,15,34,007,6092.05,0.151,0,0.850
34007600700.00000000000,1010,249,well above average,4,27,34,007,6007,0.710,0,0.990
34007609202.00000000000,559,348,average,2,17,34,007,6092.02,0.112,0,0.800
34007607505.00000000000,141,100,average,2,17,34,007,6075.05,0.028,0,0.310
34007603800.00000000000,124,97,below average,1,13,34,007,6038,0.023,0,0.250
34007603002.00000000000,2013,428,well above average,4,23,34,007,6030.02,0.445,0,0.960
34007601101.00000000000,2379,520,well above average,4,28,34,007,6011.01,0.728,0,0.990
34007601200.00000000000,3630,794,well above average,4,28,34,007,6012,0.632,0,0.970
34007601300.00000000000,2264,405,well above average,4,29,34,007,6013,0.522,0,0.970
34005703000.00000000000,218,170,average,2,13,34,005,7030,0.036,0,0.400
34005702809.00000000000,265,133,average,2,18,34,005,7028.09,0.143,0,0.850
34005700703.00000000000,278,172,average,2,18,34,005,7007.03,0.131,0,0.830
34005700200.00000000000,167,96,average,2,15,34,005,7002,0.061,0,0.600
34005703201.00000000000,116,129,average,2,14,34,005,7032.01,0.031,0,0.340
34005703202.00000000000,86,53,average,2,13,34,005,7032.02,0.031,0,0.340
34005701402.00000000000,21,21,below average,1,19,34,005,7014.02,0.010,0,0.100
34005701401.00000000000,306,107,average,2,16,34,005,7014.01,0.047,0,0.510
34005702907.00000000000,189,172,average,2,17,34,005,7029.07,0.069,0,0.660
34005702910.00000000000,167,146,average,2,15,34,005,7029.10,0.031,0,0.340
34007608202.00000000000,320,240,average,2,17,34,007,6082.02,0.083,0,0.720
34007601000.00000000000,5288,641,well above average,4,23,34,007,6010,0.804,0,0.990
34007601600.00000000000,499,190,above average,3,25,34,007,6016,0.200,0,0.890
34007601102.00000000000,3322,630,well above average,4,27,34,007,6011.02,0.564,0,0.970
34007601400.00000000000,818,339,above average,3,23,34,007,6014,0.181,0,0.880
34007603301.00000000000,538,187,average,2,21,34,007,6033.01,0.106,0,0.780
34007603507.00000000000,326,217,average,2,19,34,007,6035.07,0.047,0,0.510
34007603700.00000000000,266,201,average,2,18,34,007,6037,0.065,0,0.630
34007603505.00000000000,115,73,average,2,17,34,007,6035.05,0.033,0,0.360
34005703203.00000000000,101,115,average,2,18,34,005,7032.03,0.026,0,0.280
34005702400.00000000000,334,174,average,2,14,34,005,7024,0.099,0,0.770
34005702700.00000000000,1095,307,average,2,16,34,005,7027,0.125,0,0.820
34005702801.00000000000,170,104,average,2,19,34,005,7028.01,0.082,0,0.720
34007607000.00000000000,478,208,average,2,18,34,007,6070,0.105,0,0.780
34007604700.00000000000,30,21,below average,1,12,34,007,6047,0.015,0,0.150
34007608001.00000000000,215,142,average,2,17,34,007,6080.01,0.063,0,0.620
34007604200.00000000000,363,198,average,2,17,34,007,6042,0.108,0,0.790
42101008200.00000000000,16,26,below average,1,24,42,101,82,0.002,0,0.020
42101017601.00000000000,5070,772,well above average,4,27,42,101,176.01,0.885,0,0.990
42101008301.00000000000,137,135,average,2,24,42,101,83.01,0.028,0,0.310
42091206201.00000000000,79,91,average,2,16,42,091,2062.01,0.034,0,0.370
42101001300.00000000000,252,175,average,2,15,42,101,13,0.041,0,0.450
42101001400.00000000000,89,81,below average,1,12,42,101,14,0.023,0,0.250
42101001500.00000000000,197,117,average,2,16,42,101,15,0.069,0,0.660
42101001600.00000000000,90,88,average,2,11,42,101,16,0.041,0,0.450
42101001700.00000000000,184,122,average,2,11,42,101,17,0.062,0,0.610
42101001800.00000000000,165,94,average,2,15,42,101,18,0.051,0,0.530
42101001900.00000000000,266,172,average,2,16,42,101,19,0.084,0,0.730
42101014300.00000000000,86,57,average,2,12,42,101,143,0.050,0,0.530
42101031000.00000000000,1612,514,above average,3,25,42,101,310,0.201,0,0.890
42101031200.00000000000,1298,226,above average,3,27,42,101,312,0.248,0,0.910
42101031300.00000000000,2094,692,well above average,4,26,42,101,313,0.317,0,0.930
42101031600.00000000000,1041,401,above average,3,21,42,101,316,0.157,0,0.860
42101031700.00000000000,1446,392,above average,3,24,42,101,317,0.246,0,0.910
34015501210.00000000000,52,58,below average,1,11,34,015,5012.10,0.014,0,0.140
34015501103.00000000000,346,329,average,2,16,34,015,5011.03,0.069,0,0.660
42091204900.00000000000,145,97,average,2,16,42,091,2049,0.027,0,0.300
42091205400.00000000000,526,364,average,2,17,42,091,2054,0.085,0,0.730
42091204002.00000000000,308,191,average,2,17,42,091,2040.02,0.088,0,0.740
42091204800.00000000000,139,90,average,2,16,42,091,2048,0.028,0,0.310
42091200402.00000000000,169,134,average,2,13,42,091,2004.02,0.040,0,0.440
34005701103.00000000000,488,97,average,2,16,34,005,7011.03,0.077,0,0.700
34005701104.00000000000,541,348,average,2,20,34,005,7011.04,0.119,0,0.810
34005701105.00000000000,473,191,average,2,20,34,005,7011.05,0.075,0,0.690
34005700304.00000000000,223,93,average,2,14,34,005,7003.04,0.089,0,0.740
42101035701.00000000000,120,107,average,2,23,42,101,357.01,0.026,0,0.280
42101035702.00000000000,243,176,average,2,23,42,101,357.02,0.057,0,0.580
42101002000.00000000000,39,23,below average,1,14,42,101,20,0.019,0,0.200
42101002100.00000000000,85,55,average,2,16,42,101,21,0.037,0,0.410
42101002200.00000000000,121,83,average,2,20,42,101,22,0.052,0,0.540
42101002300.00000000000,348,262,average,2,19,42,101,23,0.123,0,0.810
42101002400.00000000000,822,477,above average,3,18,42,101,24,0.155,0,0.860
42101002500.00000000000,279,173,average,2,17,42,101,25,0.071,0,0.670
42101002900.00000000000,860,516,above average,3,19,42,101,29,0.206,0,0.890
42101003100.00000000000,308,235,average,2,24,42,101,31,0.076,0,0.700
42101005400.00000000000,70,68,average,2,20,42,101,54,0.050,0,0.530
42101002801.00000000000,1674,678,well above average,4,24,42,101,28.01,0.348,0,0.940
42101020102.00000000000,126,101,average,2,19,42,101,201.02,0.041,0,0.450
34015501402.00000000000,434,227,average,2,18,34,015,5014.02,0.128,0,0.820
34015502300.00000000000,424,196,above average,3,20,34,015,5023,0.163,0,0.870
34015500702.00000000000,156,172,average,2,14,34,015,5007.02,0.026,0,0.280
34015501003.00000000000,160,91,average,2,16,34,015,5010.03,0.043,0,0.470
34015501204.00000000000,79,62,below average,1,14,34,015,5012.04,0.020,0,0.210
34015501104.00000000000,155,136,average,2,18,34,015,5011.04,0.049,0,0.520
42101036302.00000000000,380,90,average,2,19,42,101,363.02,0.110,0,0.790
42101036900.00000000000,203,88,average,2,13,42,101,369,0.038,0,0.420
42101037300.00000000000,314,158,average,2,16,42,101,373,0.054,0,0.560
34005703600.00000000000,411,286,average,2,13,34,005,7036,0.059,0,0.590
34005703700.00000000000,285,239,average,2,14,34,005,7037,0.044,0,0.480
34005703801.00000000000,256,151,average,2,14,34,005,7038.01,0.037,0,0.410
34005703802.00000000000,157,84,average,2,15,34,005,7038.02,0.038,0,0.420
34005703803.00000000000,193,99,average,2,15,34,005,7038.03,0.040,0,0.440
42101035601.00000000000,292,214,average,2,24,42,101,356.01,0.055,0,0.570
42101015101.00000000000,172,207,average,2,20,42,101,151.01,0.074,0,0.690
42101015102.00000000000,160,193,average,2,26,42,101,151.02,0.046,0,0.500
42101036501.00000000000,81,103,below average,1,19,42,101,365.01,0.016,0,0.160
34021003003.00000000000,137,142,below average,1,14,34,021,30.03,0.022,0,0.240
34021003009.00000000000,332,202,average,2,20,34,021,30.09,0.064,0,0.630
34021003006.00000000000,222,164,average,2,15,34,021,30.06,0.038,0,0.420
34021003007.00000000000,122,103,average,2,13,34,021,30.07,0.034,0,0.370
34021003008.00000000000,452,144,average,2,15,34,021,30.08,0.083,0,0.720
42101031101.00000000000,1678,415,well above average,4,27,42,101,311.01,0.305,0,0.930
42101031102.00000000000,1119,348,above average,3,26,42,101,311.02,0.256,0,0.910
42101019502.00000000000,2817,539,well above average,4,28,42,101,195.02,0.772,0,0.990
42101019501.00000000000,3859,658,well above average,4,28,42,101,195.01,0.870,0,0.990
42101028901.00000000000,2879,470,well above average,4,26,42,101,289.01,0.649,0,0.980
42101028902.00000000000,4839,895,well above average,4,29,42,101,289.02,0.692,0,0.980
42101033101.00000000000,273,121,average,2,17,42,101,331.01,0.057,0,0.580
42101033102.00000000000,227,144,average,2,20,42,101,331.02,0.063,0,0.620
42101031501.00000000000,746,302,average,2,18,42,101,315.01,0.117,0,0.810
42101030501.00000000000,1383,378,above average,3,24,42,101,305.01,0.233,0,0.900
42101030502.00000000000,1949,460,well above average,4,27,42,101,305.02,0.291,0,0.930
42101037200.00000000000,161,143,average,2,23,42,101,372,0.035,0,0.390
42101038300.00000000000,2553,389,well above average,4,26,42,101,383,0.682,0,0.980
42101039000.00000000000,2347,510,above average,3,27,42,101,390,0.253,0,0.910
42101037800.00000000000,207,114,average,2,12,42,101,378,0.079,0,0.700
42101037700.00000000000,620,322,average,2,19,42,101,377,0.113,0,0.800
42091201706.00000000000,291,347,average,2,17,42,091,2017.06,0.062,0,0.610
42091201605.00000000000,55,50,below average,1,15,42,091,2016.05,0.019,0,0.200
42091202000.00000000000,55,46,below average,1,12,42,091,2020,0.022,0,0.240
42101006600.00000000000,78,120,below average,1,28,42,101,66,0.023,0,0.250
42101006700.00000000000,229,190,average,2,26,42,101,67,0.035,0,0.390
34005701102.00000000000,463,113,average,2,18,34,005,7011.02,0.085,0,0.730
34005700702.00000000000,400,269,average,2,18,34,005,7007.02,0.143,0,0.850
34015501209.00000000000,618,348,average,2,18,34,015,5012.09,0.081,0,0.710
34015502200.00000000000,468,199,average,2,16,34,015,5022,0.039,0,0.430
34015500701.00000000000,348,200,average,2,15,34,015,5007.01,0.045,0,0.490
34015501900.00000000000,74,55,below average,1,15,34,015,5019,0.018,0,0.180
34015501605.00000000000,247,181,average,2,18,34,015,5016.05,0.052,0,0.540
34021003004.00000000000,730,463,average,2,15,34,021,30.04,0.140,0,0.840
34021003902.00000000000,31,23,below average,1,13,34,021,39.02,0.016,0,0.160
42091207600.00000000000,52,49,below average,1,11,42,091,2076,0.014,0,0.140
42091206104.00000000000,134,98,average,2,13,42,091,2061.04,0.043,0,0.470
42091200708.00000000000,197,107,average,2,16,42,091,2007.08,0.035,0,0.390
42091206105.00000000000,33,40,below average,1,12,42,091,2061.05,0.006,0,0.050
42101009802.00000000000,42,49,below average,1,17,42,101,98.02,0.007,0,0.060
42101018001.00000000000,181,118,average,2,15,42,101,180.01,0.068,0,0.650
42101017702.00000000000,3861,497,well above average,4,28,42,101,177.02,0.710,0,0.990
42101017701.00000000000,2588,583,well above average,4,26,42,101,177.01,0.645,0,0.970
42101035602.00000000000,166,117,average,2,20,42,101,356.02,0.051,0,0.530
42101036201.00000000000,200,126,average,2,16,42,101,362.01,0.042,0,0.460
42091205501.00000000000,223,139,average,2,17,42,091,2055.01,0.062,0,0.610
42091205300.00000000000,211,232,average,2,20,42,091,2053,0.100,0,0.770
42091203000.00000000000,69,60,below average,1,15,42,091,2030,0.021,0,0.230
42101006900.00000000000,133,131,average,2,24,42,101,69,0.052,0,0.540
42101007000.00000000000,9,15,below average,1,22,42,101,70,0.003,0,0.030
42101007200.00000000000,93,95,below average,1,22,42,101,72,0.018,0,0.180
42101007300.00000000000,31,50,below average,1,19,42,101,73,0.012,0,0.120
42101007400.00000000000,115,108,average,2,24,42,101,74,0.026,0,0.280
42101007700.00000000000,78,46,average,2,16,42,101,77,0.037,0,0.410
42101007800.00000000000,213,122,average,2,16,42,101,78,0.050,0,0.530
42101011500.00000000000,140,130,average,2,22,42,101,115,0.029,0,0.320
42101011700.00000000000,59,39,average,2,13,42,101,117,0.031,0,0.340
34005702204.00000000000,482,183,above average,3,18,34,005,7022.04,0.208,0,0.890
34021002903.00000000000,393,231,average,2,20,34,021,29.03,0.129,0,0.820
34021002902.00000000000,789,199,above average,3,20,34,021,29.02,0.162,0,0.860
34021003001.00000000000,193,139,average,2,17,34,021,30.01,0.032,0,0.350
34021003002.00000000000,534,190,average,2,15,34,021,30.02,0.097,0,0.770
34015500300.00000000000,50,29,below average,1,15,34,015,5003,0.017,0,0.170
34015501704.00000000000,528,271,average,2,19,34,015,5017.04,0.115,0,0.800
34015501800.00000000000,98,52,average,2,15,34,015,5018,0.059,0,0.590
42091206106.00000000000,46,36,below average,1,13,42,091,2061.06,0.009,0,0.080
42091200308.00000000000,33,40,below average,1,16,42,091,2003.08,0.008,0,0.070
42091203103.00000000000,32,36,below average,1,12,42,091,2031.03,0.011,0,0.110
42091208000.00000000000,75,94,below average,1,14,42,091,2080,0.019,0,0.200
42091210200.00000000000,36,37,below average,1,13,42,091,2102,0.013,0,0.130
42101014400.00000000000,1441,458,well above average,4,18,42,101,144,0.382,0,0.950
42101014500.00000000000,479,93,above average,3,26,42,101,145,0.270,0,0.920
42101014600.00000000000,237,152,average,2,18,42,101,146,0.058,0,0.580
42101014700.00000000000,137,104,average,2,15,42,101,147,0.046,0,0.500
42091210300.00000000000,158,131,average,2,16,42,091,2103,0.038,0,0.420
42091200105.00000000000,62,40,below average,1,16,42,091,2001.05,0.021,0,0.230
42091206400.00000000000,289,191,average,2,15,42,091,2064,0.081,0,0.710
42091203205.00000000000,79,61,average,2,14,42,091,2032.05,0.037,0,0.410
42091207104.00000000000,3,8,below average,1,14,42,091,2071.04,0.001,0,0.020
42101006400.00000000000,104,104,average,2,24,42,101,64,0.028,0,0.310
42101006500.00000000000,36,35,below average,1,20,42,101,65,0.009,0,0.080
42101008400.00000000000,110,81,below average,1,22,42,101,84,0.023,0,0.250
34005702208.00000000000,780,115,average,2,17,34,005,7022.08,0.113,0,0.800
34005700701.00000000000,200,176,average,2,16,34,005,7007.01,0.065,0,0.630
42101036303.00000000000,42,54,below average,1,17,42,101,363.03,0.007,0,0.060
42101034701.00000000000,465,234,average,2,20,42,101,347.01,0.073,0,0.680
42101034802.00000000000,489,278,average,2,20,42,101,348.02,0.088,0,0.740
42101034900.00000000000,841,652,above average,3,19,42,101,349,0.155,0,0.860
42101035100.00000000000,52,54,below average,1,17,42,101,351,0.013,0,0.130
42101035200.00000000000,134,86,average,2,16,42,101,352,0.034,0,0.370
34015501201.00000000000,148,88,below average,1,14,34,015,5012.01,0.024,0,0.260
34015500205.00000000000,30,34,below average,1,16,34,015,5002.05,0.009,0,0.080
42091203106.00000000000,37,33,below average,1,14,42,091,2031.06,0.019,0,0.200
42091208204.00000000000,87,87,below average,1,13,42,091,2082.04,0.024,0,0.260
34015500703.00000000000,47,36,average,2,13,34,015,5007.03,0.032,0,0.350
42101014800.00000000000,11,12,below average,1,18,42,101,148,0.011,0,0.110
42101014900.00000000000,217,256,average,2,22,42,101,149,0.064,0,0.630
42091208400.00000000000,39,42,below average,1,13,42,091,2084,0.011,0,0.110
42091200506.00000000000,25,39,below average,1,12,42,091,2005.06,0.006,0,0.050
42091200309.00000000000,184,214,average,2,15,42,091,2003.09,0.066,0,0.640
42101025200.00000000000,157,138,below average,1,20,42,101,252,0.021,0,0.230
42101025300.00000000000,90,84,below average,1,22,42,101,253,0.022,0,0.240
42101025400.00000000000,63,65,below average,1,19,42,101,254,0.015,0,0.150
42101025500.00000000000,237,140,average,2,16,42,101,255,0.086,0,0.730
42101025600.00000000000,41,42,below average,1,14,42,101,256,0.015,0,0.150
34007606200.00000000000,104,122,average,2,15,34,007,6062,0.027,0,0.300
